FECHA_CORTE;N_SEC;UBIGEO;REG_NAT;DEPARTAMENTO;PROVINCIA;DISTRITO;POB_TOTAL;POB_URBANA;POB_RURAL;QRESIDUOS_MUN;QRESIDUOS _VAL_INORGAN;PERIODO
20241212;35;10308;SELVA;AMAZONAS;BONGARA;RECTA;219;63;156;17.97;0;2019
20241212;36;10309;SELVA;AMAZONAS;BONGARA;SAN CARLOS;535;386;149;109;0;2019
20241212;37;10310;SELVA;AMAZONAS;BONGARA;SHIPASBAMBA;1656;865;791;244.2;0;2019
20241212;38;10311;SELVA;AMAZONAS;BONGARA;VALERA;868;282;586;79.6;0;2019
20241212;39;10312;SELVA;AMAZONAS;BONGARA;YAMBRASBAMBA;5802;2246;3556;633.99;0;2019
20241212;40;10401;SELVA;AMAZONAS;CONDORCANQUI;NIEVA;21071;4403;16668;1291.55;0;2019
20241212;41;10402;SELVA;AMAZONAS;CONDORCANQUI;EL CENEPA;12213;1142;11071;325.68;0;2019
20241212;42;10403;SELVA;AMAZONAS;CONDORCANQUI;RIO SANTIAGO;17543;2380;15163;671.82;0;2019
20241212;43;10501;SIERRA;AMAZONAS;LUYA;LAMUD;2381;2123;258;566.1;0;2019
20241212;44;10502;SELVA;AMAZONAS;LUYA;CAMPORREDONDO;7422;4618;2804;1303.56;0;2019
20241212;45;10503;SELVA;AMAZONAS;LUYA;COCABAMBA;2068;366;1702;103.31;0;2019
20241212;46;10504;SIERRA;AMAZONAS;LUYA;COLCAMAR;1975;1268;707;289.4;0;2019
20241212;47;10505;SELVA;AMAZONAS;LUYA;CONILA;1939;1102;837;311.1;0;2019
20241212;48;10506;SIERRA;AMAZONAS;LUYA;INGUILPATA;502;342;160;78.1;0;2019
20241212;49;10507;SELVA;AMAZONAS;LUYA;LONGUITA;892;216;676;61;0;2019
20241212;50;10508;SIERRA;AMAZONAS;LUYA;LONYA CHICO;876;352;524;80.3;0;2019
20241212;51;10509;SIERRA;AMAZONAS;LUYA;LUYA;4139;2418;1721;551.8;0;2019
20241212;52;10510;SIERRA;AMAZONAS;LUYA;LUYA VIEJO;407;407;0;92.9;0;2019
20241212;53;10511;SELVA;AMAZONAS;LUYA;MARIA;785;391;394;110.4;0;2019
20241212;54;10512;SELVA;AMAZONAS;LUYA;OCALLI;3939;1637;2302;462.09;0;2019
20241212;55;10513;SELVA;AMAZONAS;LUYA;OCUMAL;3734;542;3192;152.99;0;2019
20241212;56;10514;SIERRA;AMAZONAS;LUYA;PISUQUIA;5125;400;4725;91.29;0;2019
20241212;57;10515;SIERRA;AMAZONAS;LUYA;PROVIDENCIA;1399;269;1130;61.39;0;2019
20241212;58;10516;SIERRA;AMAZONAS;LUYA;SAN CRISTOBAL;563;448;115;67.9;0;2019
20241212;59;10517;SIERRA;AMAZONAS;LUYA;SAN FRANCISCO DEL YESO;739;381;358;87;0;2019
20241212;60;10518;SIERRA;AMAZONAS;LUYA;SAN JERONIMO;645;212;433;46.47;0;2019
20241212;61;10519;SELVA;AMAZONAS;LUYA;SAN JUAN DE LOPECANCHA;445;71;374;20;0;2019
20241212;62;10520;SIERRA;AMAZONAS;LUYA;SANTA CATALINA;2114;441;1673;100.64;0;2019
20241212;63;10521;SELVA;AMAZONAS;LUYA;SANTO TOMAS;3127;902;2225;254.6;0;2019
20241212;64;10522;SIERRA;AMAZONAS;LUYA;TINGO;1367;787;580;179.6;0;2019
20241212;65;10523;SIERRA;AMAZONAS;LUYA;TRITA;1449;898;551;196.8;0;2019
20241212;66;10601;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;SAN NICOLAS;6399;5305;1094;1272.44;0;2019
20241212;67;10602;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;CHIRIMOTO;2799;71;2728;20.04;0;2019
20241212;68;10603;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;COCHAMAL;633;550;83;134.04;0;2019
20241212;69;10604;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;HUAMBO;2722;794;1928;224.13;0;2019
20241212;70;10605;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;LIMABAMBA;2465;447;2018;126.18;0;2019
20241212;71;10606;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;LONGAR;1691;905;786;255.46;0;2019
20241212;72;10607;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;MARISCAL BENAVIDES;1566;1054;512;297.52;0;2019
20241212;73;10608;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;MILPUC;439;250;189;70.57;0;2019
20241212;74;10609;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;9830;615;9215;175.39;0;2019
20241212;75;10610;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;SANTA ROSA;534;159;375;44.88;0;2019
20241212;76;10611;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;TOTORA;290;66;224;18.63;0;2019
20241212;77;10612;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;VISTA ALEGRE;3754;415;3339;117.15;0;2019
20241212;78;10701;SIERRA;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;57076;39646;17430;14219;161.59;2019
20241212;79;10702;SELVA;AMAZONAS;UTCUBAMBA;CAJARURO;24794;8262;16532;2240.18;0;2019
20241212;80;10703;SIERRA;AMAZONAS;UTCUBAMBA;CUMBA;8819;3243;5576;740.11;0;2019
20241212;81;10704;SIERRA;AMAZONAS;UTCUBAMBA;EL MILAGRO;6471;3101;3370;707.7;0;2019
20241212;82;10705;SIERRA;AMAZONAS;UTCUBAMBA;JAMALCA;7269;1370;5899;371.47;0;2019
20241212;83;10706;SELVA;AMAZONAS;UTCUBAMBA;LONYA GRANDE;11182;4047;7135;1076.21;0;2019
20241212;84;10707;SIERRA;AMAZONAS;UTCUBAMBA;YAMON;3242;585;2657;133.51;0;2019
20241212;85;20101;SIERRA;ANCASH;HUARAZ;HUARAZ;67418;61229;6189;24583.44;201.92;2019
20241212;86;20102;SIERRA;ANCASH;HUARAZ;COCHABAMBA;1723;450;1273;102.7;0;2019
20241212;87;20103;SIERRA;ANCASH;HUARAZ;COLCABAMBA;293;125;168;28.53;0;2019
20241212;88;20104;SIERRA;ANCASH;HUARAZ;HUANCHAY;1689;288;1401;65.73;0;2019
20241212;89;20105;SIERRA;ANCASH;HUARAZ;INDEPENDENCIA;84931;70935;13996;23302.1;141.61;2019
20241212;90;20106;SIERRA;ANCASH;HUARAZ;JANGAS;5138;2645;2493;441.34;0;2019
20241212;91;20107;SIERRA;ANCASH;HUARAZ;LA LIBERTAD;1122;285;837;65.04;0;2019
20241212;92;20108;SIERRA;ANCASH;HUARAZ;OLLEROS;2514;1244;1270;283.9;0;2019
20241212;93;20109;SIERRA;ANCASH;HUARAZ;PAMPAS /GRANDE;1020;335;685;76.45;0;2019
20241212;94;20110;SIERRA;ANCASH;HUARAZ;PARIACOTO;5163;1344;3819;294.58;0;2019
20241212;95;20111;SIERRA;ANCASH;HUARAZ;PIRA;3518;1155;2363;263.59;0;2019
20241212;96;20112;SIERRA;ANCASH;HUARAZ;TARICA;7337;2007;5330;261.6;0;2019
20241212;97;20201;SIERRA;ANCASH;AIJA;AIJA;2175;1064;1111;210.27;0;2019
20241212;98;20202;SIERRA;ANCASH;AIJA;CORIS;1683;393;1290;89.69;0;2019
20241212;99;20203;SIERRA;ANCASH;AIJA;HUACLLAN;371;212;159;46.47;0;2019
20241212;100;20204;SIERRA;ANCASH;AIJA;LA MERCED;1573;257;1316;58.65;0;2019
20241212;101;20205;SIERRA;ANCASH;AIJA;SUCCHA;739;297;442;67.78;0;2019
20241212;102;20301;SIERRA;ANCASH;ANTONIO RAYMONDI;LLAMELLIN;3446;1847;1599;337.08;0;2019
20241212;103;20302;SIERRA;ANCASH;ANTONIO RAYMONDI;ACZO;1988;798;1190;182.12;0;2019
20241212;104;20303;SIERRA;ANCASH;ANTONIO RAYMONDI;CHACCHO;1385;434;951;99.05;0;2019
20241212;105;20304;SIERRA;ANCASH;ANTONIO RAYMONDI;CHINGAS;1956;884;1072;201.74;0;2019
20241212;106;20305;SIERRA;ANCASH;ANTONIO RAYMONDI;MIRGAS;4212;1246;2966;284.36;0;2019
20241212;107;20306;SIERRA;ANCASH;ANTONIO RAYMONDI;SAN JUAN DE RONTOY;1181;184;997;41.99;0;2019
20241212;108;20401;SIERRA;ANCASH;ASUNCION;CHACAS;4825;2008;2817;458.26;0;2019
20241212;109;20402;SIERRA;ANCASH;ASUNCION;ACOCHACA;2980;245;2735;55.91;0;2019
20241212;110;20501;SIERRA;ANCASH;BOLOGNESI;CHIQUIAN;4095;3815;280;736.02;0;2019
20241212;111;20502;SIERRA;ANCASH;BOLOGNESI;ABELARDO PARDO LEZAMETA;231;189;42;43.13;0;2019
20241212;112;20503;SIERRA;ANCASH;BOLOGNESI;ANTONIO RAYMONDI;1034;345;689;78.73;0;2019
20241212;113;20504;SIERRA;ANCASH;BOLOGNESI;AQUIA;2136;1103;1033;251.72;0;2019
20241212;114;20505;SIERRA;ANCASH;BOLOGNESI;CAJACAY;1856;715;1141;163.2;0;2019
20241212;115;20506;SIERRA;ANCASH;BOLOGNESI;CANIS;298;287;11;65.5;0;2019
20241212;116;20507;COSTA;ANCASH;BOLOGNESI;COLQUIOC;2404;1683;721;438.78;0;2019
20241212;117;20508;SIERRA;ANCASH;BOLOGNESI;HUALLANCA;6610;5514;1096;2185.12;0;2019
20241212;118;20509;SIERRA;ANCASH;BOLOGNESI;HUASTA;1408;1080;328;129.52;0;2019
20241212;119;20510;SIERRA;ANCASH;BOLOGNESI;HUAYLLACAYAN;1361;353;1008;80.56;0;2019
20241212;120;20511;SIERRA;ANCASH;BOLOGNESI;LA PRIMAVERA;458;344;114;60.99;0;2019
20241212;121;20512;SIERRA;ANCASH;BOLOGNESI;MANGAS;520;384;136;74.08;0;2019
20241212;122;20513;SIERRA;ANCASH;BOLOGNESI;PACLLON;915;811;104;185.08;0;2019
20241212;123;20514;SIERRA;ANCASH;BOLOGNESI;SAN MIGUEL DE CORPANQUI;492;408;84;89.35;0;2019
20241212;124;20515;SIERRA;ANCASH;BOLOGNESI;TICLLOS;656;568;88;129.63;0;2019
20241212;125;20601;SIERRA;ANCASH;CARHUAZ;CARHUAZ;16428;10541;5887;1978.7;0;2019
20241212;126;20602;SIERRA;ANCASH;CARHUAZ;ACOPAMPA;2768;1030;1738;235.06;0;2019
20241212;127;20603;SIERRA;ANCASH;CARHUAZ;AMASHCA;1529;739;790;168.65;0;2019
20241212;128;20604;SIERRA;ANCASH;CARHUAZ;ANTA;2579;778;1801;121.7;0;2019
20241212;129;20605;SIERRA;ANCASH;CARHUAZ;ATAQUERO;1607;295;1312;67.32;0;2019
20241212;130;20606;SIERRA;ANCASH;CARHUAZ;MARCARA;10593;3979;6614;719.94;0;2019
20241212;131;20607;SIERRA;ANCASH;CARHUAZ;PARIAHUANCA;1458;641;817;146.29;0;2019
20241212;132;20608;SIERRA;ANCASH;CARHUAZ;SAN MIGUEL DE ACO;2505;395;2110;90.15;0;2019
20241212;133;20609;SIERRA;ANCASH;CARHUAZ;SHILLA;2943;995;1948;218.09;0;2019
20241212;134;20610;SIERRA;ANCASH;CARHUAZ;TINCO;3778;1634;2144;372.91;0;2019
20241212;135;20611;SIERRA;ANCASH;CARHUAZ;YUNGAR;3278;742;2536;169.34;0;2019
20241212;136;20701;SIERRA;ANCASH;CARLOS F. FITZCARRALD;SAN LUIS;11158;3756;7402;665.89;0;2019
20241212;137;20702;SIERRA;ANCASH;CARLOS F. FITZCARRALD;SAN NICOLAS;3282;1085;2197;247.61;0;2019
20241212;138;20703;SIERRA;ANCASH;CARLOS F. FITZCARRALD;YAUYA;4257;866;3391;197.64;0;2019
20241212;139;20801;COSTA;ANCASH;CASMA;CASMA;39286;35891;3395;11603.05;107.2049;2019
20241212;140;20802;COSTA;ANCASH;CASMA;BUENA VISTA ALTA;5276;2758;2518;718.55;0;2019
20241212;141;20803;COSTA;ANCASH;CASMA;COMANDANTE NOEL;2313;1667;646;434.31;0;2019
20241212;142;20804;COSTA;ANCASH;CASMA;YAUTAN;9002;3353;5649;873.56;0;2019
20241212;143;20901;SIERRA;ANCASH;CORONGO;CORONGO;1792;1337;455;305.13;0;2019
20241212;144;20902;SIERRA;ANCASH;CORONGO;ACO;391;209;182;47.7;0;2019
20241212;145;20903;SIERRA;ANCASH;CORONGO;BAMBAS;483;401;82;91.51;0;2019
20241212;146;20904;SIERRA;ANCASH;CORONGO;CUSCA;2874;1105;1769;252.18;0;2019
20241212;147;20905;SIERRA;ANCASH;CORONGO;LA PAMPA;1084;815;269;93.49;0;2019
20241212;148;20906;SIERRA;ANCASH;CORONGO;YANAC;672;253;419;57.74;0;2019
20241212;149;20907;SIERRA;ANCASH;CORONGO;YUPAN;741;694;47;158.38;0;2019
20241212;150;21001;SIERRA;ANCASH;HUARI;HUARI;9806;6254;3552;978.3;0;2019
20241212;151;21002;SIERRA;ANCASH;HUARI;ANRA;1443;295;1148;67.32;0;2019
20241212;152;21003;SIERRA;ANCASH;HUARI;CAJAY;2690;665;2025;145.76;0;2019
20241212;153;21004;SIERRA;ANCASH;HUARI;CHAVIN DE HUANTAR;8517;2369;6148;407.64;0;2019
20241212;154;21005;SIERRA;ANCASH;HUARI;HUACACHI;1862;790;1072;180.29;0;2019
20241212;155;21006;SIERRA;ANCASH;HUARI;HUACCHIS;1446;970;476;221.37;0;2019
20241212;156;21007;SIERRA;ANCASH;HUARI;HUACHIS;3604;1610;1994;367.43;0;2019
20241212;157;21008;SIERRA;ANCASH;HUARI;HUANTAR;2768;959;1809;210.2;0;2019
20241212;158;21009;SIERRA;ANCASH;HUARI;MASIN;1401;796;605;181.66;0;2019
20241212;159;21010;SIERRA;ANCASH;HUARI;PAUCAS;1601;1268;333;289.38;0;2019
20241212;160;21011;SIERRA;ANCASH;HUARI;PONTO;2781;920;1861;209.96;0;2019
20241212;161;21012;SIERRA;ANCASH;HUARI;RAHUAPAMPA;751;524;227;114.85;0;2019
20241212;162;21013;SIERRA;ANCASH;HUARI;RAPAYAN;1483;682;801;155.64;0;2019
20241212;163;21014;SIERRA;ANCASH;HUARI;SAN MARCOS;18998;4919;14079;846.42;0;2019
20241212;164;21015;SIERRA;ANCASH;HUARI;SAN PEDRO DE CHANA;2695;1097;1598;308.88;0;2019
20241212;165;21016;SIERRA;ANCASH;HUARI;UCO;1327;686;641;111.6;0;2019
20241212;166;21101;COSTA;ANCASH;HUARMEY;HUARMEY;26644;23294;3350;10567.16;126.81;2019
20241212;167;21102;COSTA;ANCASH;HUARMEY;COCHAPETI;820;238;582;62.01;0;2019
20241212;168;21103;COSTA;ANCASH;HUARMEY;CULEBRAS;3382;1798;1584;468.44;0;2019
20241212;169;21104;COSTA;ANCASH;HUARMEY;HUAYAN;971;385;586;100.3;0;2019
20241212;170;21105;COSTA;ANCASH;HUARMEY;MALVAS;782;340;442;88.58;0;2019
20241212;171;21201;SIERRA;ANCASH;HUAYLAS;CARAZ;26663;16042;10621;4600.6;0;2019
20241212;172;21202;SIERRA;ANCASH;HUAYLAS;HUALLANCA;1096;553;543;126.2;0;2019
20241212;173;21203;SIERRA;ANCASH;HUAYLAS;HUATA;1410;214;1196;48.84;0;2019
20241212;174;21204;SIERRA;ANCASH;HUAYLAS;HUAYLAS;1712;392;1320;89.46;0;2019
20241212;175;21205;SIERRA;ANCASH;HUAYLAS;MATO;1977;999;978;104.18;0;2019
20241212;176;21206;SIERRA;ANCASH;HUAYLAS;PAMPAROMAS;8577;466;8111;106.35;0;2019
20241212;177;21207;SIERRA;ANCASH;HUAYLAS;PUEBLO LIBRE;6980;509;6471;116.16;0;2019
20241212;178;21208;SIERRA;ANCASH;HUAYLAS;SANTA CRUZ;4606;702;3904;113.47;0;2019
20241212;179;21209;SIERRA;ANCASH;HUAYLAS;SANTO TORIBIO;1113;266;847;60.71;0;2019
20241212;180;21210;SIERRA;ANCASH;HUAYLAS;YURACMARCA;2161;483;1678;110.23;0;2019
20241212;181;21301;SIERRA;ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA;3158;1472;1686;335.93;0;2019
20241212;182;21302;SIERRA;ANCASH;MARISCAL LUZURIAGA;CASCA;4036;344;3692;78.51;0;2019
20241212;183;21303;SIERRA;ANCASH;MARISCAL LUZURIAGA;ELEAZAR GUZMAN BARRON;1413;154;1259;35.15;0;2019
20241212;184;21304;SIERRA;ANCASH;MARISCAL LUZURIAGA;FIDEL OLIVAS ESCUDERO;2016;168;1848;38.34;0;2019
20241212;185;21305;SIERRA;ANCASH;MARISCAL LUZURIAGA;LLAMA;1040;144;896;32.86;0;2019
20241212;186;21306;SIERRA;ANCASH;MARISCAL LUZURIAGA;LLUMPA;6294;367;5927;83.76;0;2019
20241212;187;21307;SIERRA;ANCASH;MARISCAL LUZURIAGA;LUCMA;2894;126;2768;28.76;0;2019
20241212;188;21308;SIERRA;ANCASH;MARISCAL LUZURIAGA;MUSGA;1040;333;707;76;0;2019
20241212;189;21401;SIERRA;ANCASH;OCROS;OCROS;1275;864;411;337.89;0;2019
20241212;190;21402;SIERRA;ANCASH;OCROS;ACAS;689;350;339;79.88;0;2019
20241212;191;21403;SIERRA;ANCASH;OCROS;CAJAMARQUILLA;307;298;9;68.01;0;2019
20241212;192;21404;SIERRA;ANCASH;OCROS;CARHUAPAMPA;469;431;38;98.36;0;2019
20241212;193;21405;COSTA;ANCASH;OCROS;COCHAS;1553;488;1065;127.14;0;2019
20241212;194;21406;SIERRA;ANCASH;OCROS;CONGAS;1313;951;362;416.54;0;2019
20241212;195;21407;SIERRA;ANCASH;OCROS;LLIPA;259;236;23;53.86;0;2019
20241212;196;21408;SIERRA;ANCASH;OCROS;SAN CRISTOBAL DE RAJAN;449;338;111;77.14;0;2019
20241212;197;21409;COSTA;ANCASH;OCROS;SAN PEDRO;593;210;383;54.71;0;2019
20241212;198;21410;SIERRA;ANCASH;OCROS;SANTIAGO DE CHILCAS;452;318;134;72.57;0;2019
20241212;199;21501;SIERRA;ANCASH;PALLASCA;CABANA;2608;1944;664;642.66;0;2019
20241212;200;21502;SIERRA;ANCASH;PALLASCA;BOLOGNESI;1043;356;687;81.25;0;2019
20241212;201;21503;SIERRA;ANCASH;PALLASCA;CONCHUCOS;7877;4401;3476;1239.2;0;2019
20241212;202;21504;SIERRA;ANCASH;PALLASCA;HUACASCHUQUE;543;213;330;48.61;0;2019
20241212;203;21505;SIERRA;ANCASH;PALLASCA;HUANDOVAL;1087;715;372;163.17;0;2019
20241212;204;21506;SIERRA;ANCASH;PALLASCA;LACABAMBA;528;294;234;67.1;0;2019
20241212;205;21507;SIERRA;ANCASH;PALLASCA;LLAPO;629;613;16;185.39;0;2019
20241212;206;21508;SIERRA;ANCASH;PALLASCA;PALLASCA;2529;1021;1508;233.01;0;2019
20241212;207;21509;SIERRA;ANCASH;PALLASCA;PAMPAS;3902;2424;1478;553.2;0;2019
20241212;208;21510;SIERRA;ANCASH;PALLASCA;SANTA ROSA;1148;333;815;76;0;2019
20241212;209;21511;SIERRA;ANCASH;PALLASCA;TAUCA;2835;1341;1494;306.04;0;2019
20241212;210;21601;SIERRA;ANCASH;POMABAMBA;POMABAMBA;14928;5682;9246;1896.16;0;2019
20241212;211;21602;SIERRA;ANCASH;POMABAMBA;HUAYLLAN;3094;493;2601;112.51;0;2019
20241212;212;21603;SIERRA;ANCASH;POMABAMBA;PAROBAMBA;6404;1053;5351;240.31;0;2019
20241212;213;21604;SIERRA;ANCASH;POMABAMBA;QUINUABAMBA;2334;228;2106;52.03;0;2019
20241212;214;21701;SIERRA;ANCASH;RECUAY;RECUAY;4577;3237;1340;843.93;0;2019
20241212;215;21702;SIERRA;ANCASH;RECUAY;CATAC;4070;2766;1304;631.25;0;2019
20241212;216;21703;SIERRA;ANCASH;RECUAY;COTAPARACO;409;360;49;137.03;0;2019
20241212;217;21704;SIERRA;ANCASH;RECUAY;HUAYLLAPAMPA;614;320;294;73.03;0;2019
20241212;218;21705;SIERRA;ANCASH;RECUAY;LLACLLIN;893;712;181;167.07;0;2019
20241212;219;21706;SIERRA;ANCASH;RECUAY;MARCA;1843;1700;143;387.97;0;2019
20241212;220;21707;SIERRA;ANCASH;RECUAY;PAMPAS CHICO;901;513;388;117.08;0;2019
20241212;221;21708;COSTA;ANCASH;RECUAY;PARARIN;1681;426;1255;110.99;0;2019
20241212;222;21709;SIERRA;ANCASH;RECUAY;TAPACOCHA;440;292;148;66.64;0;2019
20241212;223;21710;SIERRA;ANCASH;RECUAY;TICAPAMPA;2726;1796;930;409.88;0;2019
20241212;224;21801;COSTA;ANCASH;SANTA;CHIMBOTE;216601;207696;8905;56315.29;370.239;2019
20241212;225;21802;SIERRA;ANCASH;SANTA;CACERES DEL PERU;4828;1019;3809;232.55;0;2019
20241212;226;21803;COSTA;ANCASH;SANTA;COISHCO;17236;17236;0;5392.41;66.19387;2019
20241212;227;21804;SIERRA;ANCASH;SANTA;MACATE;3315;352;2963;80.33;0;2019
20241212;228;21805;SIERRA;ANCASH;SANTA;MORO;8576;4389;4187;1807.95;0;2019
20241212;229;21806;COSTA;ANCASH;SANTA;NEPEÑA;14742;13706;1036;3216.02;0;2019
20241212;230;21807;COSTA;ANCASH;SANTA;SAMANCO;5129;3842;1287;741.23;0;2019
20241212;231;21808;COSTA;ANCASH;SANTA;SANTA;22242;20119;2123;4301.15;0;2019
20241212;232;21809;COSTA;ANCASH;SANTA;NUEVO CHIMBOTE;174513;173373;1140;54240.98;370.239;2019
20241212;233;21901;SIERRA;ANCASH;SIHUAS;SIHUAS;5678;4457;1221;1092.28;0;2019
20241212;234;21902;SIERRA;ANCASH;SIHUAS;ACOBAMBA;1673;816;857;186.22;0;2019
20241212;235;21903;SIERRA;ANCASH;SIHUAS;ALFONSO UGARTE;535;197;338;44.96;0;2019
20241212;236;21904;SIERRA;ANCASH;SIHUAS;CASHAPAMPA;2954;649;2305;148.11;0;2019
20241212;237;21905;SIERRA;ANCASH;SIHUAS;CHINGALPO;933;463;470;105.66;0;2019
20241212;238;21906;SIERRA;ANCASH;SIHUAS;HUAYLLABAMBA;3740;1054;2686;240.54;0;2019
20241212;239;21907;SIERRA;ANCASH;SIHUAS;QUICHES;2428;552;1876;125.98;0;2019
20241212;240;21908;SIERRA;ANCASH;SIHUAS;RAGASH;2432;355;2077;81.02;0;2019
20241212;241;21909;SIERRA;ANCASH;SIHUAS;SAN JUAN;6870;641;6229;146.29;0;2019
20241212;242;21910;SIERRA;ANCASH;SIHUAS;SICSIBAMBA;1531;692;839;157.93;0;2019
20241212;243;22001;SIERRA;ANCASH;YUNGAY;YUNGAY;22118;10216;11902;1651.34;0;2019
20241212;244;22002;SIERRA;ANCASH;YUNGAY;CASCAPARA;1725;159;1566;34.85;0;2019
20241212;245;22003;SIERRA;ANCASH;YUNGAY;MANCOS;6904;2403;4501;413.49;0;2019
20241212;246;22004;SIERRA;ANCASH;YUNGAY;MATACOTO;1519;346;1173;45.1;0;2019
20241212;247;22005;SIERRA;ANCASH;YUNGAY;QUILLO;13049;1366;11683;311.74;0;2019
20241212;248;22006;SIERRA;ANCASH;YUNGAY;RANRAHIRCA;2952;1065;1887;243.05;0;2019
20241212;249;22007;SIERRA;ANCASH;YUNGAY;SHUPLUY;1932;200;1732;41.71;0;2019
20241212;250;22008;SIERRA;ANCASH;YUNGAY;YANAMA;5476;435;5041;99.27;0;2019
20241212;251;30101;SIERRA;APURIMAC;ABANCAY;ABANCAY;74800;67561;7239;17614.12;170;2019
20241212;252;30102;SIERRA;APURIMAC;ABANCAY;CHACOCHE;1425;1073;352;380.46;0;2019
