id,ubigeo,anio,tipo_residuo,pob_total,pob_urbana,pob_rural,qresiduos_mun,qresiduos_valorizado,tasa_valorizacion_pct
10167,90306,2022,INORGANICO,3566,1073,2493,249.14,0.0,0.0
10168,90306,2022,ORGANICO,3566,1073,2493,249.14,0.0,0.0
10169,90306,2023,INORGANICO,3453,1039,2414,240.02,0.0,0.0
10170,90306,2023,ORGANICO,3453,1039,2414,240.02,0.0,0.0
10171,90306,2024,INORGANICO,3339,1005,2334,235.82,0.0,0.0
10172,90306,2024,ORGANICO,3339,1005,2334,235.8160714,0.0,0.0
10173,90307,2019,INORGANICO,1423,966,457,220.46,0.0,0.0
10174,90307,2019,ORGANICO,1423,966,457,220.46,0.0,0.0
10175,90307,2020,INORGANICO,1405,950,455,216.37,0.0,0.0
10176,90307,2020,ORGANICO,1405,950,455,216.37,0.0,0.0
10177,90307,2021,INORGANICO,1360,915,445,209.93,0.0,0.0
10178,90307,2021,ORGANICO,1360,915,445,209.93,0.0,0.0
10179,90307,2022,INORGANICO,1311,878,433,203.86,0.0,0.0
10180,90307,2022,ORGANICO,1311,878,433,203.86,0.0,0.0
10181,90307,2023,INORGANICO,1261,845,416,195.2,0.0,0.0
10182,90307,2023,ORGANICO,1261,845,416,195.2,0.0,0.0
10183,90307,2024,INORGANICO,1212,812,400,190.53,0.0,0.0
10184,90307,2024,ORGANICO,1212,812,400,190.53,0.0,0.0
10185,90308,2019,INORGANICO,1103,1007,96,229.81,0.0,0.0
10186,90308,2019,ORGANICO,1103,1007,96,229.81,0.0,0.0
10187,90308,2020,INORGANICO,1051,959,92,218.42,0.0,0.0
10188,90308,2020,ORGANICO,1051,959,92,218.42,2.49,1.14
10189,90308,2021,INORGANICO,982,894,88,205.11,0.0,0.0
10190,90308,2021,ORGANICO,982,894,88,205.11,8.67,4.227
10191,90308,2022,INORGANICO,915,832,83,86.77,0.0,0.0
10192,90308,2022,ORGANICO,915,832,83,86.77,16.32,18.8083
10193,90308,2023,INORGANICO,851,774,77,80.72,0.0,0.0
10194,90308,2023,ORGANICO,851,774,77,80.72,0.0,0.0
10195,90308,2024,INORGANICO,792,720,72,75.09,0.0,0.0
10196,90308,2024,ORGANICO,792,720,72,75.08571429,0.0,0.0
10197,90309,2019,INORGANICO,1907,1189,718,271.35,0.0,0.0
10198,90309,2019,ORGANICO,1907,1189,718,271.35,0.0,0.0
10199,90309,2020,INORGANICO,1929,1197,732,272.63,0.0,0.0
10200,90309,2020,ORGANICO,1929,1197,732,272.63,0.0,0.0
10201,90309,2021,INORGANICO,1911,1179,732,270.5,0.0,0.0
10202,90309,2021,ORGANICO,1911,1179,732,270.5,0.0,0.0
10203,90309,2022,INORGANICO,1889,1159,730,269.11,0.0,0.0
10204,90309,2022,ORGANICO,1889,1159,730,269.11,0.0,0.0
10205,90309,2023,INORGANICO,1862,1142,720,263.82,0.0,0.0
10206,90309,2023,ORGANICO,1862,1142,720,263.82,0.0,0.0
10207,90309,2024,INORGANICO,1834,1125,709,263.97,0.0,0.0
10208,90309,2024,ORGANICO,1834,1125,709,263.9732143,0.0,0.0
10209,90310,2019,INORGANICO,2474,396,2078,90.37,0.0,0.0
10210,90310,2019,ORGANICO,2474,396,2078,90.37,0.0,0.0
10211,90310,2020,INORGANICO,2429,385,2044,87.69,0.0,0.0
10212,90310,2020,ORGANICO,2429,385,2044,87.69,0.0,0.0
10213,90310,2021,INORGANICO,2337,366,1971,83.97,0.0,0.0
10214,90310,2021,ORGANICO,2337,366,1971,83.97,0.0,0.0
10215,90310,2022,INORGANICO,2243,347,1896,80.57,0.0,0.0
10216,90310,2022,ORGANICO,2243,347,1896,80.57,0.0,0.0
10217,90310,2023,INORGANICO,2147,332,1815,76.7,0.0,0.0
10218,90310,2023,ORGANICO,2147,332,1815,76.7,0.0,0.0
10219,90310,2024,INORGANICO,2051,317,1734,74.38,0.0,0.0
10220,90310,2024,ORGANICO,2051,317,1734,74.38178571,0.0,0.0
10221,90311,2019,INORGANICO,1536,452,1084,103.15,0.0,0.0
10222,90311,2019,ORGANICO,1536,452,1084,103.15,0.0,0.0
10223,90311,2020,INORGANICO,1513,441,1072,100.44,0.0,0.0
10224,90311,2020,ORGANICO,1513,441,1072,100.44,0.0,0.0
10225,90311,2021,INORGANICO,1460,421,1039,96.59,0.0,0.0
10226,90311,2021,ORGANICO,1460,421,1039,96.59,0.0,0.0
10227,90311,2022,INORGANICO,1405,401,1004,93.11,0.0,0.0
10228,90311,2022,ORGANICO,1405,401,1004,93.11,0.0,0.0
10229,90311,2023,INORGANICO,1350,385,965,88.94,0.0,0.0
10230,90311,2023,ORGANICO,1350,385,965,88.94,0.0,0.0
10231,90311,2024,INORGANICO,1295,370,925,86.82,0.0,0.0
10232,90311,2024,ORGANICO,1295,370,925,86.81785714,0.0,0.0
10233,90312,2019,INORGANICO,3318,591,2727,134.88,0.0,0.0
10234,90312,2019,ORGANICO,3318,591,2727,134.88,0.0,0.0
10235,90312,2020,INORGANICO,3312,584,2728,133.01,0.0,0.0
10236,90312,2020,ORGANICO,3312,584,2728,133.01,0.0,0.0
10237,90312,2021,INORGANICO,3240,565,2675,129.63,0.0,0.0
10238,90312,2021,ORGANICO,3240,565,2675,129.63,0.0,0.0
10239,90312,2022,INORGANICO,3162,544,2618,126.31,0.0,0.0
10240,90312,2022,ORGANICO,3162,544,2618,126.31,0.0,0.0
10241,90312,2023,INORGANICO,3080,530,2550,122.44,0.0,0.0
10242,90312,2023,ORGANICO,3080,530,2550,122.44,0.0,0.0
10243,90312,2024,INORGANICO,2997,516,2481,121.08,0.0,0.0
10244,90312,2024,ORGANICO,2997,516,2481,121.0757143,0.0,0.0
10245,90401,2019,INORGANICO,3199,1819,1380,370.57,0.0,0.0
10246,90401,2019,ORGANICO,3199,1819,1380,370.57,4.091,1.104
10247,90401,2020,INORGANICO,3172,1787,1385,364.06,0.0,0.0
10248,90401,2020,ORGANICO,3172,1787,1385,364.06,9.044,2.4842
10249,90401,2021,INORGANICO,3134,1750,1384,346.75,0.0,0.0
10250,90401,2021,ORGANICO,3134,1750,1384,346.75,7.66,2.2091
10251,90401,2022,INORGANICO,3084,1704,1380,337.64,0.0,0.0
10252,90401,2022,ORGANICO,3084,1704,1380,337.64,10.71,3.172
10253,90401,2023,INORGANICO,3033,1676,1357,332.09,7.6,2.2885
10254,90401,2023,ORGANICO,3033,1676,1357,332.09,15.61,4.7005
10255,90401,2024,INORGANICO,2970,1641,1329,325.15,19.41,5.9696
10256,90401,2024,ORGANICO,2970,1641,1329,325.1524286,24.25,7.458
10257,90402,2019,INORGANICO,1008,319,689,72.8,0.0,0.0
10258,90402,2019,ORGANICO,1008,319,689,72.8,0.0,0.0
10259,90402,2020,INORGANICO,972,304,668,69.24,0.0,0.0
10260,90402,2020,ORGANICO,972,304,668,69.24,0.0,0.0
10261,90402,2021,INORGANICO,935,288,647,66.08,0.0,0.0
10262,90402,2021,ORGANICO,935,288,647,66.08,0.0,0.0
10263,90402,2022,INORGANICO,895,272,623,63.16,0.0,0.0
10264,90402,2022,ORGANICO,895,272,623,63.16,0.0,0.0
10265,90402,2023,INORGANICO,855,260,595,60.06,0.0,0.0
10266,90402,2023,ORGANICO,855,260,595,60.06,0.0,0.0
10267,90402,2024,INORGANICO,816,248,568,58.19,0.0,0.0
10268,90402,2024,ORGANICO,816,248,568,58.19142857,0.0,0.0
10269,90403,2019,INORGANICO,1543,710,833,162.03,0.0,0.0
10270,90403,2019,ORGANICO,1543,710,833,162.03,0.0,0.0
10271,90403,2020,INORGANICO,1497,682,815,155.33,0.0,0.0
10272,90403,2020,ORGANICO,1497,682,815,155.33,0.0,0.0
10273,90403,2021,INORGANICO,1447,652,795,149.59,0.0,0.0
10274,90403,2021,ORGANICO,1447,652,795,149.59,0.0,0.0
10275,90403,2022,INORGANICO,1395,620,775,143.96,0.0,0.0
10276,90403,2022,ORGANICO,1395,620,775,143.96,0.0,0.0
10277,90403,2023,INORGANICO,1342,596,746,137.68,0.0,0.0
10278,90403,2023,ORGANICO,1342,596,746,137.68,0.0,0.0
10279,90403,2024,INORGANICO,1289,573,716,134.45,0.0,0.0
10280,90403,2024,ORGANICO,1289,573,716,134.4503571,0.0,0.0
10281,90404,2019,INORGANICO,948,179,769,40.85,0.0,0.0
10282,90404,2019,ORGANICO,948,179,769,40.85,0.0,0.0
10283,90404,2020,INORGANICO,915,170,745,38.72,0.0,0.0
10284,90404,2020,ORGANICO,915,170,745,38.72,0.0,0.0
10285,90404,2021,INORGANICO,880,160,720,16.69,0.0,0.0
10286,90404,2021,ORGANICO,880,160,720,16.69,0.0,0.0
10287,90404,2022,INORGANICO,844,151,693,15.75,0.0,0.0
10288,90404,2022,ORGANICO,844,151,693,15.75,0.0,0.0
10289,90404,2023,INORGANICO,806,144,662,15.02,0.0,0.0
10290,90404,2023,ORGANICO,806,144,662,15.02,0.0,0.0
10291,90404,2024,INORGANICO,770,138,632,14.39,0.0,0.0
10292,90404,2024,ORGANICO,770,138,632,14.39142857,0.0,0.0
10293,90405,2019,INORGANICO,950,251,699,57.28,0.0,0.0
10294,90405,2019,ORGANICO,950,251,699,57.28,0.0,0.0
10295,90405,2020,INORGANICO,935,244,691,55.57,0.0,0.0
10296,90405,2020,ORGANICO,935,244,691,55.57,0.0,0.0
10297,90405,2021,INORGANICO,916,235,681,53.92,0.0,0.0
10298,90405,2021,ORGANICO,916,235,681,53.92,0.0,0.0
10299,90405,2022,INORGANICO,894,225,669,52.24,0.0,0.0
10300,90405,2022,ORGANICO,894,225,669,52.24,0.0,0.0
10301,90405,2023,INORGANICO,870,219,651,50.59,0.0,0.0
10302,90405,2023,ORGANICO,870,219,651,50.59,0.0,0.0
10303,90405,2024,INORGANICO,847,213,634,49.98,0.0,0.0
10304,90405,2024,ORGANICO,847,213,634,49.97892857,0.0,0.0
10305,90406,2019,INORGANICO,754,151,603,34.46,0.0,0.0
10306,90406,2019,ORGANICO,754,151,603,34.46,0.0,0.0
10307,90406,2020,INORGANICO,737,145,592,33.03,0.0,0.0
10308,90406,2020,ORGANICO,737,145,592,33.03,0.0,0.0
10309,90406,2021,INORGANICO,718,139,579,25.37,0.0,0.0
10310,90406,2021,ORGANICO,718,139,579,25.37,0.0,0.0
10311,90406,2022,INORGANICO,699,134,565,24.46,0.0,0.0
10312,90406,2022,ORGANICO,699,134,565,24.46,0.0,0.0
10313,90406,2023,INORGANICO,676,130,546,23.73,0.0,0.0
10314,90406,2023,ORGANICO,676,130,546,23.73,0.0,0.0
10315,90406,2024,INORGANICO,655,126,529,23.0,0.0,0.0
10316,90406,2024,ORGANICO,655,126,529,22.995,0.0,0.0
10317,90407,2019,INORGANICO,933,220,713,50.21,0.0,0.0
10318,90407,2019,ORGANICO,933,220,713,50.21,0.0,0.0
10319,90407,2020,INORGANICO,880,204,676,36.17,0.0,0.0
10320,90407,2020,ORGANICO,880,204,676,36.17,0.0,0.0
10321,90407,2021,INORGANICO,828,189,639,33.51,0.0,0.0
10322,90407,2021,ORGANICO,828,189,639,33.51,0.0,0.0
10323,90407,2022,INORGANICO,777,175,602,31.03,0.0,0.0
10324,90407,2022,ORGANICO,777,175,602,31.03,0.0,0.0
10325,90407,2023,INORGANICO,726,164,562,29.07,0.0,0.0
10326,90407,2023,ORGANICO,726,164,562,29.07,0.0,0.0
10327,90407,2024,INORGANICO,679,153,526,27.12,0.0,0.0
10328,90407,2024,ORGANICO,679,153,526,27.12471429,0.0,0.0
10329,90408,2019,INORGANICO,422,157,265,34.41,0.0,0.0
10330,90408,2019,ORGANICO,422,157,265,34.41,0.0,0.0
10331,90408,2020,INORGANICO,418,153,265,33.54,0.0,0.0
10332,90408,2020,ORGANICO,418,153,265,33.54,0.0,0.0
10333,90408,2021,INORGANICO,415,150,265,34.41,0.0,0.0
10334,90408,2021,ORGANICO,415,150,265,34.41,0.0,0.0
10335,90408,2022,INORGANICO,408,145,263,33.67,0.0,0.0
10336,90408,2022,ORGANICO,408,145,263,33.67,0.0,0.0
10337,90408,2023,INORGANICO,403,143,260,33.03,0.0,0.0
10338,90408,2023,ORGANICO,403,143,260,33.03,0.0,0.0
10339,90408,2024,INORGANICO,397,141,256,33.08,0.0,0.0
10340,90408,2024,ORGANICO,397,141,256,33.08464286,0.0,0.0
10341,90409,2019,INORGANICO,1229,147,1082,12.26,0.0,0.0
10342,90409,2019,ORGANICO,1229,147,1082,12.26,0.0,0.0
10343,90409,2020,INORGANICO,1201,141,1060,11.76,0.0,0.0
10344,90409,2020,ORGANICO,1201,141,1060,11.76,0.0,0.0
10345,90409,2021,INORGANICO,1172,134,1038,30.74,0.0,0.0
10346,90409,2021,ORGANICO,1172,134,1038,30.74,0.0,0.0
10347,90409,2022,INORGANICO,1138,128,1010,53.39,0.0,0.0
10348,90409,2022,ORGANICO,1138,128,1010,53.39,0.0,0.0
10349,90409,2023,INORGANICO,1103,124,979,51.73,0.0,0.0
10350,90409,2023,ORGANICO,1103,124,979,51.73,0.0,0.0
10351,90409,2024,INORGANICO,1067,120,947,50.06,0.0,0.0
10352,90409,2024,ORGANICO,1067,120,947,50.05714286,0.0,0.0
10353,90410,2019,INORGANICO,758,242,516,55.23,0.0,0.0
10354,90410,2019,ORGANICO,758,242,516,55.23,0.0,0.0
10355,90410,2020,INORGANICO,769,242,527,55.12,0.0,0.0
10356,90410,2020,ORGANICO,769,242,527,55.12,0.0,0.0
10357,90410,2021,INORGANICO,777,241,536,55.29,0.0,0.0
10358,90410,2021,ORGANICO,777,241,536,55.29,0.0,0.0
10359,90410,2022,INORGANICO,784,240,544,55.73,0.0,0.0
10360,90410,2022,ORGANICO,784,240,544,55.73,0.0,0.0
10361,90410,2023,INORGANICO,789,242,547,55.9,0.0,0.0
10362,90410,2023,ORGANICO,789,242,547,55.9,0.0,0.0
10363,90410,2024,INORGANICO,791,242,549,56.78,0.0,0.0
10364,90410,2024,ORGANICO,791,242,549,56.78357143,0.0,0.0
10365,90411,2019,INORGANICO,886,197,689,43.18,0.0,0.0
10366,90411,2019,ORGANICO,886,197,689,43.18,0.0,0.0
10367,90411,2020,INORGANICO,834,183,651,40.12,0.0,0.0
10368,90411,2020,ORGANICO,834,183,651,40.12,0.0,0.0
10369,90411,2021,INORGANICO,783,169,614,38.77,0.0,0.0
10370,90411,2021,ORGANICO,783,169,614,38.77,0.0,0.0
10371,90411,2022,INORGANICO,735,156,579,36.22,0.0,0.0
10372,90411,2022,ORGANICO,735,156,579,36.22,0.0,0.0
10373,90411,2023,INORGANICO,688,146,542,33.73,0.0,0.0
10374,90411,2023,ORGANICO,688,146,542,33.73,0.0,0.0
10375,90411,2024,INORGANICO,645,137,508,32.15,0.0,0.0
10376,90411,2024,ORGANICO,645,137,508,32.14607143,0.0,0.0
10377,90412,2019,INORGANICO,699,364,335,83.07,0.0,0.0
10378,90412,2019,ORGANICO,699,364,335,83.07,0.0,0.0
10379,90412,2020,INORGANICO,691,356,335,81.08,0.0,0.0
10380,90412,2020,ORGANICO,691,356,335,81.08,0.0,0.0
10381,90412,2021,INORGANICO,680,347,333,79.61,0.0,0.0
10382,90412,2021,ORGANICO,680,347,333,79.61,0.0,0.0
10383,90412,2022,INORGANICO,668,338,330,78.48,0.0,0.0
10384,90412,2022,ORGANICO,668,338,330,78.48,0.0,0.0
10385,90412,2023,INORGANICO,654,331,323,76.46,0.0,0.0
10386,90412,2023,ORGANICO,654,331,323,76.46,0.0,0.0
10387,90412,2024,INORGANICO,640,324,316,76.02,0.0,0.0
10388,90412,2024,ORGANICO,640,324,316,76.02428571,0.0,0.0
10389,90413,2019,INORGANICO,1588,992,596,226.39,0.0,0.0
10390,90413,2019,ORGANICO,1588,992,596,226.39,0.0,0.0
10391,90413,2020,INORGANICO,1567,972,595,221.38,0.0,0.0
10392,90413,2020,ORGANICO,1567,972,595,221.38,0.0,0.0
10393,90413,2021,INORGANICO,1542,949,593,217.73,0.0,0.0
10394,90413,2021,ORGANICO,1542,949,593,217.73,0.0,0.0
10395,90413,2022,INORGANICO,1512,923,589,214.31,0.0,0.0
10396,90413,2022,ORGANICO,1512,923,589,214.31,0.0,0.0
10397,90413,2023,INORGANICO,1478,902,576,208.37,0.0,0.0
10398,90413,2023,ORGANICO,1478,902,576,208.37,0.0,0.0
10399,90413,2024,INORGANICO,1443,881,562,206.72,0.0,0.0
10400,90413,2024,ORGANICO,1443,881,562,206.7203571,0.0,0.0
10401,90501,2019,INORGANICO,5534,3462,2072,1016.4,0.0,0.0
10402,90501,2019,ORGANICO,5534,3462,2072,1016.4,0.0,0.0
10403,90501,2020,INORGANICO,5493,3409,2084,1000.84,0.0,0.0
10404,90501,2020,ORGANICO,5493,3409,2084,1000.84,9.276,0.9268
10405,90501,2021,INORGANICO,5441,3348,2093,982.93,0.0,0.0
10406,90501,2021,ORGANICO,5441,3348,2093,982.93,67.45,6.8621
10407,90501,2022,INORGANICO,5376,3278,2098,1008.45,0.0,0.0
10408,90501,2022,ORGANICO,5376,3278,2098,1008.45,78.72999999999999,7.807
10409,90501,2023,INORGANICO,5304,3234,2070,994.92,0.0,0.0
10410,90501,2023,ORGANICO,5304,3234,2070,994.92,122.0,12.2623
10411,90501,2024,INORGANICO,5231,3190,2041,981.38,0.0,0.0
10412,90501,2024,ORGANICO,5231,3190,2041,981.3807143,137.76,14.0374
10413,90502,2019,INORGANICO,5896,1148,4748,261.99,0.0,0.0
10414,90502,2019,ORGANICO,5896,1148,4748,261.99,0.0,0.0
10415,90502,2020,INORGANICO,5833,1116,4717,254.18,0.0,0.0
10416,90502,2020,ORGANICO,5833,1116,4717,254.18,0.0,0.0
10417,90502,2021,INORGANICO,5757,1082,4675,248.24,0.0,0.0
10418,90502,2021,ORGANICO,5757,1082,4675,248.24,0.0,0.0
10419,90502,2022,INORGANICO,5667,1045,4622,242.64,0.0,0.0
10420,90502,2022,ORGANICO,5667,1045,4622,242.64,0.0,0.0
10421,90502,2023,INORGANICO,5568,1027,4541,237.25,0.0,0.0
10422,90502,2023,ORGANICO,5568,1027,4541,237.25,0.0,0.0
10423,90502,2024,INORGANICO,5463,1007,4456,236.29,0.0,0.0
10424,90502,2024,ORGANICO,5463,1007,4456,236.2853571,0.0,0.0
10425,90503,2019,INORGANICO,1987,314,1673,71.66,0.0,0.0
10426,90503,2019,ORGANICO,1987,314,1673,71.66,0.0,0.0
10427,90503,2020,INORGANICO,1889,293,1596,66.73,0.0,0.0
10428,90503,2020,ORGANICO,1889,293,1596,66.73,0.0,0.0
10429,90503,2021,INORGANICO,1789,272,1517,62.4,0.0,0.0
10430,90503,2021,ORGANICO,1789,272,1517,62.4,0.0,0.0
10431,90503,2022,INORGANICO,1687,252,1435,58.51,0.0,0.0
10432,90503,2022,ORGANICO,1687,252,1435,58.51,0.0,0.0
10433,90503,2023,INORGANICO,1584,237,1347,54.75,0.0,0.0
10434,90503,2023,ORGANICO,1584,237,1347,54.75,0.0,0.0
10435,90503,2024,INORGANICO,1481,221,1260,51.86,0.0,0.0
10436,90503,2024,ORGANICO,1481,221,1260,51.85607143,0.0,0.0
10437,90504,2019,INORGANICO,2576,180,2396,41.08,0.0,0.0
10438,90504,2019,ORGANICO,2576,180,2396,41.08,0.0,0.0
10439,90504,2020,INORGANICO,2533,174,2359,39.63,0.0,0.0
10440,90504,2020,ORGANICO,2533,174,2359,39.63,0.0,0.0
10441,90504,2021,INORGANICO,2482,166,2316,38.09,0.0,0.0
10442,90504,2021,ORGANICO,2482,166,2316,38.09,0.0,0.0
10443,90504,2022,INORGANICO,2423,159,2264,36.92,0.0,0.0
10444,90504,2022,ORGANICO,2423,159,2264,36.92,0.0,0.0
10445,90504,2023,INORGANICO,2360,155,2205,35.81,0.0,0.0
10446,90504,2023,ORGANICO,2360,155,2205,35.81,0.0,0.0
10447,90504,2024,INORGANICO,2296,151,2145,35.43,0.0,0.0
10448,90504,2024,ORGANICO,2296,151,2145,35.43107143,0.0,0.0
10449,90505,2019,INORGANICO,1178,600,578,136.93,0.0,0.0
10450,90505,2019,ORGANICO,1178,600,578,136.93,0.0,0.0
10451,90505,2020,INORGANICO,1179,595,584,135.52,0.0,0.0
10452,90505,2020,ORGANICO,1179,595,584,135.52,0.0,0.0
10453,90505,2021,INORGANICO,1183,590,593,135.36,0.0,0.0
10454,90505,2021,ORGANICO,1183,590,593,135.36,0.0,0.0
10455,90505,2022,INORGANICO,1186,584,602,135.6,0.0,0.0
10456,90505,2022,ORGANICO,1186,584,602,135.6,0.0,0.0
10457,90505,2023,INORGANICO,1187,584,603,134.91,0.0,0.0
10458,90505,2023,ORGANICO,1187,584,603,134.91,0.0,0.0
10459,90505,2024,INORGANICO,1192,587,605,137.74,0.0,0.0
10460,90505,2024,ORGANICO,1192,587,605,137.7353571,0.0,0.0
10461,90506,2019,INORGANICO,3534,966,2568,220.46,0.0,0.0
10462,90506,2019,ORGANICO,3534,966,2568,220.46,0.0,0.0
10463,90506,2020,INORGANICO,3464,933,2531,97.3,0.0,0.0
10464,90506,2020,ORGANICO,3464,933,2531,97.3,0.0,0.0
10465,90506,2021,INORGANICO,3379,895,2484,93.34,0.0,0.0
10466,90506,2021,ORGANICO,3379,895,2484,93.34,0.0,0.0
10467,90506,2022,INORGANICO,3284,855,2429,338.82,0.0,0.0
10468,90506,2022,ORGANICO,3284,855,2429,338.82,0.0,0.0
10469,90506,2023,INORGANICO,3181,828,2353,328.12,0.0,0.0
10470,90506,2023,ORGANICO,3181,828,2353,328.12,0.0,0.0
10471,90506,2024,INORGANICO,3077,801,2276,317.42,0.0,0.0
10472,90506,2024,ORGANICO,3077,801,2276,317.4248571,0.0,0.0
10473,90507,2019,INORGANICO,4544,789,3755,180.06,0.0,0.0
10474,90507,2019,ORGANICO,4544,789,3755,180.06,0.0,0.0
10475,90507,2020,INORGANICO,4362,744,3618,169.45,0.0,0.0
10476,90507,2020,ORGANICO,4362,744,3618,169.45,0.0,0.0
10477,90507,2021,INORGANICO,4167,698,3469,160.14,0.0,0.0
10478,90507,2021,ORGANICO,4167,698,3469,160.14,0.0,0.0
10479,90507,2022,INORGANICO,3966,651,3315,151.15,0.0,0.0
10480,90507,2022,ORGANICO,3966,651,3315,151.15,0.0,0.0
10481,90507,2023,INORGANICO,3762,618,3144,142.77,0.0,0.0
10482,90507,2023,ORGANICO,3762,618,3144,142.77,0.0,0.0
10483,90507,2024,INORGANICO,3559,584,2975,137.03,0.0,0.0
10484,90507,2024,ORGANICO,3559,584,2975,137.0314286,0.0,0.0
10485,90508,2019,INORGANICO,777,534,243,121.87,0.0,0.0
10486,90508,2019,ORGANICO,777,534,243,121.87,0.0,0.0
10487,90508,2020,INORGANICO,751,513,238,53.5,0.0,0.0
10488,90508,2020,ORGANICO,751,513,238,53.5,0.0,0.0
10489,90508,2021,INORGANICO,726,492,234,51.31,0.0,0.0
10490,90508,2021,ORGANICO,726,492,234,51.31,0.0,0.0
10491,90508,2022,INORGANICO,699,470,229,49.01,0.0,0.0
10492,90508,2022,ORGANICO,699,470,229,49.01,0.0,0.0
10493,90508,2023,INORGANICO,672,452,220,47.14,0.0,0.0
10494,90508,2023,ORGANICO,672,452,220,47.14,0.0,0.0
10495,90508,2024,INORGANICO,646,434,212,45.26,0.0,0.0
10496,90508,2024,ORGANICO,646,434,212,45.26,0.0,0.0
10497,90509,2019,INORGANICO,3604,2023,1581,263.71,0.0,0.0
10498,90509,2019,ORGANICO,3604,2023,1581,263.71,0.0,0.0
10499,90509,2020,INORGANICO,3535,1966,1569,256.28,0.0,0.0
10500,90509,2020,ORGANICO,3535,1966,1569,256.28,0.0,0.0
10501,90509,2021,INORGANICO,3452,1900,1552,435.91,0.0,0.0
10502,90509,2021,ORGANICO,3452,1900,1552,435.91,0.0,0.0
10503,90509,2022,INORGANICO,3357,1828,1529,424.44,0.0,0.0
10504,90509,2022,ORGANICO,3357,1828,1529,424.44,0.0,0.0
10505,90509,2023,INORGANICO,3256,1773,1483,409.58,0.0,0.0
10506,90509,2023,ORGANICO,3256,1773,1483,409.58,0.0,0.0
10507,90509,2024,INORGANICO,3154,1717,1437,402.88,0.0,0.0
10508,90509,2024,ORGANICO,3154,1717,1437,402.8817857,0.0,0.0
10509,90510,2019,INORGANICO,1930,204,1726,46.56,0.0,0.0
10510,90510,2019,ORGANICO,1930,204,1726,46.56,0.0,0.0
10511,90510,2020,INORGANICO,1861,193,1668,43.96,0.0,0.0
10512,90510,2020,ORGANICO,1861,193,1668,43.96,0.0,0.0
10513,90510,2021,INORGANICO,1791,183,1608,41.99,0.0,0.0
10514,90510,2021,ORGANICO,1791,183,1608,41.99,0.0,0.0
10515,90510,2022,INORGANICO,1718,171,1547,39.7,0.0,0.0
10516,90510,2022,ORGANICO,1718,171,1547,39.7,0.0,0.0
10517,90510,2023,INORGANICO,1645,164,1481,37.89,0.0,0.0
10518,90510,2023,ORGANICO,1645,164,1481,37.89,0.0,0.0
10519,90510,2024,INORGANICO,1571,156,1415,36.6,0.0,0.0
10520,90510,2024,ORGANICO,1571,156,1415,36.60428571,0.0,0.0
10521,90511,2019,INORGANICO,3065,953,2112,208.88,0.0,0.0
10522,90511,2019,ORGANICO,3065,953,2112,208.88,0.0,0.0
10523,90511,2020,INORGANICO,2983,915,2068,200.58,0.0,0.0
10524,90511,2020,ORGANICO,2983,915,2068,200.58,0.0,0.0
10525,90511,2021,INORGANICO,2899,874,2025,200.52,0.0,0.0
10526,90511,2021,ORGANICO,2899,874,2025,200.52,0.0,0.0
10527,90511,2022,INORGANICO,2810,834,1976,193.64,0.0,0.0
10528,90511,2022,ORGANICO,2810,834,1976,193.64,0.0,0.0
10529,90511,2023,INORGANICO,2719,807,1912,186.43,0.0,0.0
10530,90511,2023,ORGANICO,2719,807,1912,186.43,0.0,0.0
10531,90511,2024,INORGANICO,2628,780,1848,183.02,0.0,0.0
10532,90511,2024,ORGANICO,2628,780,1848,183.0214286,0.0,0.0
10533,90601,2019,INORGANICO,2375,1237,1138,303.15,0.0,0.0
10534,90601,2019,ORGANICO,2375,1237,1138,303.15,8.850000000000001,2.9193
10535,90601,2020,INORGANICO,2374,1222,1152,299.48,0.0,0.0
10536,90601,2020,ORGANICO,2374,1222,1152,299.48,9.293,3.103
10537,90601,2021,INORGANICO,2365,1203,1162,501.82,0.0,0.0
10538,90601,2021,ORGANICO,2365,1203,1162,501.82,32.510000000000005,6.4784
10539,90601,2022,INORGANICO,2350,1178,1172,288.69,0.0,0.0
10540,90601,2022,ORGANICO,2350,1178,1172,288.69,25.699,8.9019
10541,90601,2023,INORGANICO,2332,1169,1163,286.49,0.0,0.0
10542,90601,2023,ORGANICO,2332,1169,1163,286.49,26.0,9.0754
10543,90601,2024,INORGANICO,2312,1159,1153,326.34,0.0,0.0
10544,90601,2024,ORGANICO,2312,1159,1153,326.3412857,39.7487,12.1801
10545,90602,2019,INORGANICO,833,306,527,69.83,0.0,0.0
10546,90602,2019,ORGANICO,833,306,527,69.83,0.0,0.0
10547,90602,2020,INORGANICO,830,300,530,68.33,0.0,0.0
10548,90602,2020,ORGANICO,830,300,530,68.33,0.0,0.0
10549,90602,2021,INORGANICO,824,292,532,66.99,0.0,0.0
10550,90602,2021,ORGANICO,824,292,532,66.99,0.0,0.0
10551,90602,2022,INORGANICO,816,284,532,65.94,0.0,0.0
10552,90602,2022,ORGANICO,816,284,532,65.94,0.0,0.0
10553,90602,2023,INORGANICO,807,281,526,64.91,0.0,0.0
10554,90602,2023,ORGANICO,807,281,526,64.91,0.0,0.0
10555,90602,2024,INORGANICO,798,278,520,65.23,0.0,0.0
10556,90602,2024,ORGANICO,798,278,520,65.23071429,0.0,0.0
10557,90603,2019,INORGANICO,991,276,715,60.49,0.0,0.0
