id,ubigeo,anio,pob_total_inei,pob_urbana_inei,pob_rural_inei,generacion_per_capita_dom,generacion_dom_urbana_tdia,generacion_dom_urbana_tanio,generacion_mun_tanio,generacion_mun_tdia,generacion_per_capita_municipal,ratio_dom_vs_mun_pct
2455,40511,2021,695,383,312,0.44,0.17,61.51,87.87,0.24,0.63,70.8333
2456,40511,2022,687,394,293,0.45,0.18,64.04,91.48,0.25,0.64,72.0
2457,40511,2023,680,390,290,0.44,0.17,63.07,90.09,0.25,0.63,68.0
2458,40511,2024,675,387,288,0.45,0.17,63.56,90.81,0.25,0.64,68.0
2459,40512,2019,704,693,11,0.56,0.39,141.65,202.36,0.55,0.8,70.9091
2460,40512,2020,687,676,11,0.56,0.38,138.17,197.39,0.54,0.8,70.3704
2461,40512,2021,683,672,11,0.56,0.38,137.36,196.22,0.54,0.8,70.3704
2462,40512,2022,677,667,10,0.56,0.37,136.33,194.76,0.53,0.8,69.8113
2463,40512,2023,672,662,10,0.56,0.37,135.31,193.3,0.53,0.8,69.8113
2464,40512,2024,667,657,10,0.56,0.37,134.29,191.84,0.53,0.8,69.8113
2465,40513,2019,664,656,8,0.46,0.3,110.14,157.35,0.43,0.66,69.7674
2466,40513,2020,660,652,8,0.48,0.31,114.23,163.19,0.45,0.69,68.8889
2467,40513,2021,659,651,8,0.45,0.29,106.93,152.75,0.42,0.64,69.0476
2468,40513,2022,656,649,7,0.45,0.29,106.6,152.28,0.42,0.64,69.0476
2469,40513,2023,652,645,7,0.45,0.29,105.94,151.34,0.41,0.64,70.7317
2470,40513,2024,648,641,7,0.45,0.29,105.28,150.41,0.41,0.64,70.7317
2471,40514,2019,901,418,483,0.42,0.18,64.13,91.62,0.25,0.6,72.0
2472,40514,2020,878,401,477,0.42,0.17,61.53,87.9,0.24,0.6,70.8333
2473,40514,2021,867,389,478,0.44,0.17,62.47,89.25,0.24,0.63,70.8333
2474,40514,2022,855,405,450,0.45,0.18,65.83,94.04,0.26,0.64,69.2308
2475,40514,2023,843,399,444,0.44,0.18,64.52,92.17,0.25,0.63,72.0
2476,40514,2024,832,394,438,0.7,0.28,100.67,143.81,0.39,1.0,71.7949
2477,40515,2019,687,546,141,0.46,0.25,91.67,130.96,0.36,0.66,69.4444
2478,40515,2020,677,535,142,0.46,0.25,89.83,128.32,0.35,0.66,71.4286
2479,40515,2021,677,532,145,0.46,0.24,89.32,127.6,0.35,0.66,68.5714
2480,40515,2022,675,540,135,0.46,0.25,90.67,129.52,0.35,0.66,71.4286
2481,40515,2023,673,538,135,0.46,0.25,90.33,129.04,0.35,0.66,71.4286
2482,40515,2024,670,536,134,0.45,0.24,88.04,125.77,0.34,0.64,70.5882
2483,40516,2019,799,66,733,0.44,0.03,10.54,15.06,0.04,0.63,75.0
2484,40516,2020,817,66,751,0.44,0.03,10.52,15.03,0.04,0.62,75.0
2485,40516,2021,844,67,777,0.44,0.03,10.76,15.37,0.04,0.63,75.0
2486,40516,2022,870,75,795,0.45,0.03,12.19,17.41,0.05,0.64,60.0
2487,40516,2023,896,77,819,0.44,0.03,12.45,17.79,0.05,0.63,60.0
2488,40516,2024,921,79,842,0.45,0.04,12.98,18.54,0.05,0.64,80.0
2489,40517,2019,1507,700,807,0.44,0.31,111.83,159.75,0.44,0.63,70.4545
2490,40517,2020,1483,676,807,0.44,0.3,107.78,153.97,0.42,0.62,71.4286
2491,40517,2021,1483,667,816,0.44,0.29,107.12,153.03,0.42,0.63,69.0476
2492,40517,2022,1482,701,781,0.45,0.31,113.93,162.76,0.45,0.64,68.8889
2493,40517,2023,1479,700,779,0.44,0.31,113.2,161.71,0.44,0.63,70.4545
2494,40517,2024,1476,698,778,0.45,0.31,114.65,163.78,0.45,0.64,68.8889
2495,40518,2019,617,520,97,0.44,0.23,83.07,118.67,0.33,0.63,69.697
2496,40518,2020,598,501,97,0.44,0.22,79.88,114.11,0.31,0.62,70.9677
2497,40518,2021,590,493,97,0.44,0.22,79.18,113.11,0.31,0.63,70.9677
2498,40518,2022,581,493,88,0.45,0.22,80.13,114.47,0.31,0.64,70.9677
2499,40518,2023,573,486,87,0.44,0.22,78.59,112.27,0.31,0.63,70.9677
2500,40518,2024,563,478,85,0.2,0.1,34.89,49.85,0.14,0.29,71.4286
2501,40519,2019,2173,1799,374,0.42,0.76,276.02,394.31,1.08,0.6,70.3704
2502,40519,2020,2158,1777,381,0.42,0.75,272.67,389.53,1.07,0.6,70.0935
2503,40519,2021,2150,1762,388,0.44,0.78,282.98,404.25,1.11,0.63,70.2703
2504,40519,2022,2138,1781,357,0.45,0.79,289.47,413.53,1.13,0.64,69.9115
2505,40519,2023,2122,1768,354,0.22,0.39,141.97,202.81,0.56,0.31,69.6429
2506,40519,2024,2105,1754,351,0.22,0.39,140.85,201.21,0.55,0.31,70.9091
2507,40520,2019,68071,56270,11801,0.5,28.14,10269.28,14670.39,40.19,0.71,70.0174
2508,40520,2020,70780,58186,12594,0.5,29.09,10618.95,15169.92,41.56,0.71,69.9952
2509,40520,2021,72859,59611,13248,0.53,31.59,11531.75,16473.93,45.13,0.76,69.9978
2510,40520,2022,74846,62255,12591,0.53,33.0,12043.23,17204.61,47.14,0.76,70.0042
2511,40520,2023,76767,63853,12914,0.53,33.84,12352.36,17646.23,48.35,0.76,69.9897
2512,40520,2024,78660,65427,13233,0.53,34.68,12656.85,18081.22,49.54,0.76,70.004
2513,40601,2019,3380,2857,523,0.5,1.43,521.04,744.34,2.04,0.71,70.098
2514,40601,2020,3361,2822,539,0.5,1.41,513.16,733.09,2.01,0.71,70.1493
2515,40601,2021,3347,2792,555,0.49,1.36,497.6,710.85,1.95,0.7,69.7436
2516,40601,2022,3336,2837,499,0.49,1.38,505.46,722.08,1.98,0.7,69.697
2517,40601,2023,3327,2829,498,0.2,0.57,206.52,295.02,0.81,0.29,70.3704
2518,40601,2024,3319,2823,496,0.2,0.56,206.08,294.4,0.81,0.29,69.1358
2519,40602,2019,685,225,460,0.46,0.1,37.78,53.97,0.15,0.66,66.6667
2520,40602,2020,685,219,466,0.46,0.1,36.77,52.53,0.14,0.66,71.4286
2521,40602,2021,678,211,467,0.47,0.1,36.2,51.71,0.14,0.67,71.4286
2522,40602,2022,671,226,445,0.47,0.11,38.77,55.39,0.15,0.67,73.3333
2523,40602,2023,664,224,440,0.47,0.11,38.43,54.9,0.15,0.67,73.3333
2524,40602,2024,656,221,435,0.47,0.1,37.91,54.16,0.15,0.67,66.6667
2525,40603,2019,3307,446,2861,0.44,0.2,71.25,101.78,0.28,0.63,71.4286
2526,40603,2020,3275,425,2850,0.44,0.19,67.76,96.8,0.27,0.62,70.3704
2527,40603,2021,3263,409,2854,0.38,0.16,56.73,81.04,0.22,0.54,72.7273
2528,40603,2022,3251,453,2798,0.38,0.17,62.83,89.76,0.25,0.54,68.0
2529,40603,2023,3238,451,2787,0.38,0.17,62.55,89.36,0.24,0.54,70.8333
2530,40603,2024,3224,449,2775,0.38,0.17,62.28,88.97,0.24,0.54,70.8333
2531,40604,2019,684,326,358,0.44,0.14,52.08,74.4,0.2,0.63,70.0
2532,40604,2020,673,314,359,0.44,0.14,50.06,71.52,0.2,0.62,70.0
2533,40604,2021,663,303,360,0.44,0.13,48.66,69.52,0.19,0.63,68.4211
2534,40604,2022,653,318,335,0.64,0.2,74.28,106.12,0.29,0.91,68.9655
2535,40604,2023,644,314,330,0.64,0.2,73.35,104.79,0.29,0.91,68.9655
2536,40604,2024,634,309,325,0.64,0.2,72.18,103.12,0.28,0.91,71.4286
2537,40605,2019,607,355,252,0.5,0.18,64.74,92.49,0.25,0.71,72.0
2538,40605,2020,599,344,255,0.5,0.17,62.55,89.36,0.24,0.71,70.8333
2539,40605,2021,591,334,257,0.49,0.16,59.53,85.04,0.23,0.7,69.5652
2540,40605,2022,584,347,237,0.49,0.17,61.82,88.32,0.24,0.7,70.8333
2541,40605,2023,577,343,234,0.49,0.17,61.28,87.54,0.24,0.7,70.8333
2542,40605,2024,569,338,231,0.49,0.17,60.45,86.36,0.24,0.7,70.8333
2543,40606,2019,3450,1658,1792,0.44,0.73,264.87,378.38,1.04,0.63,70.1923
2544,40606,2020,3451,1621,1830,0.44,0.71,258.44,369.2,1.01,0.62,70.297
2545,40606,2021,3456,1590,1866,0.44,0.7,255.35,364.79,1.0,0.63,70.0
2546,40606,2022,3461,1698,1763,0.45,0.76,275.98,394.26,1.08,0.64,70.3704
2547,40606,2023,3464,1699,1765,0.44,0.75,274.74,392.49,1.08,0.63,69.4444
2548,40606,2024,3466,1700,1766,0.45,0.77,279.23,398.89,1.09,0.64,70.6422
2549,40607,2019,448,246,202,0.44,0.11,39.3,56.14,0.15,0.63,73.3333
2550,40607,2020,419,225,194,0.44,0.1,35.87,51.25,0.14,0.62,71.4286
2551,40607,2021,396,209,187,0.44,0.09,33.57,47.95,0.13,0.63,69.2308
2552,40607,2022,371,207,164,0.45,0.09,33.64,48.06,0.13,0.64,69.2308
2553,40607,2023,351,196,155,0.44,0.09,31.69,45.28,0.12,0.63,75.0
2554,40607,2024,336,187,149,0.45,0.08,30.71,43.88,0.12,0.64,66.6667
2555,40608,2019,4034,548,3486,0.44,0.24,87.54,125.06,0.34,0.63,70.5882
2556,40608,2020,3963,518,3445,0.44,0.23,82.59,117.98,0.32,0.62,71.875
2557,40608,2021,3900,492,3408,0.44,0.22,79.02,112.88,0.31,0.63,70.9677
2558,40608,2022,3840,540,3300,0.45,0.24,87.77,125.38,0.34,0.64,70.5882
2559,40608,2023,3779,531,3248,0.44,0.24,85.87,122.67,0.34,0.63,70.5882
2560,40608,2024,3717,523,3194,0.45,0.24,85.9,122.72,0.34,0.64,70.5882
2561,40701,2019,26230,26008,222,0.57,14.82,5410.96,7729.95,21.18,0.81,69.9717
2562,40701,2020,26453,26221,232,0.57,14.95,5455.28,7793.26,21.35,0.81,70.0234
2563,40701,2021,26658,26417,241,0.63,16.64,6074.59,8677.98,23.78,0.9,69.9748
2564,40701,2022,26843,26621,222,0.63,16.77,6121.5,8745.0,23.96,0.9,69.9917
2565,40701,2023,27013,26790,223,0.78,20.9,7627.11,10895.88,29.85,1.11,70.0168
2566,40701,2024,27177,26952,225,0.78,21.02,7673.23,10961.76,30.03,1.11,69.9967
2567,40702,2019,8430,7541,889,0.4,3.02,1100.99,1572.84,4.31,0.57,70.0696
2568,40702,2020,8363,7453,910,0.4,2.98,1088.14,1554.48,4.26,0.57,69.9531
2569,40702,2021,8321,7390,931,0.39,2.88,1051.97,1502.81,4.12,0.56,69.9029
2570,40702,2022,8284,7430,854,0.39,2.9,1057.66,1510.94,4.14,0.56,70.0483
2571,40702,2023,8250,7400,850,0.39,2.89,1053.39,1504.84,4.12,0.56,70.1456
2572,40702,2024,8219,7372,847,0.39,2.88,1049.4,1499.15,4.11,0.56,70.073
2573,40703,2019,7055,6815,240,0.47,3.2,1169.11,1670.16,4.58,0.67,69.869
2574,40703,2020,7129,6878,251,0.43,2.96,1079.5,1542.15,4.23,0.61,69.9764
2575,40703,2021,7196,6935,261,0.38,2.64,961.88,1374.12,3.76,0.54,70.2128
2576,40703,2022,7255,7014,241,0.79,5.54,2022.49,2889.27,7.92,1.13,69.9495
2577,40703,2023,7311,7068,243,0.79,5.58,2038.06,2911.51,7.98,1.13,69.9248
2578,40703,2024,7363,7118,245,0.79,5.62,2052.48,2932.11,8.03,1.13,69.9875
2579,40704,2019,5165,5165,0,0.46,2.38,867.2,1238.86,3.39,0.66,70.2065
2580,40704,2020,5202,5202,0,0.46,2.39,873.42,1247.74,3.42,0.66,69.883
2581,40704,2021,5237,5237,0,0.48,2.51,917.52,1310.75,3.59,0.69,69.9164
2582,40704,2022,5269,5269,0,0.48,2.53,923.13,1318.76,3.61,0.69,70.0831
2583,40704,2023,5298,5298,0,0.49,2.6,947.55,1353.64,3.71,0.7,70.0809
2584,40704,2024,5326,5326,0,0.49,2.61,952.56,1360.79,3.73,0.7,69.9732
2585,40705,2019,1230,867,363,0.68,0.59,215.19,307.41,0.84,0.97,70.2381
2586,40705,2020,1240,865,375,0.68,0.59,214.69,306.7,0.84,0.97,70.2381
2587,40705,2021,1250,864,386,0.51,0.44,160.83,229.76,0.63,0.73,69.8413
2588,40705,2022,1261,896,365,0.51,0.46,166.79,238.27,0.65,0.73,70.7692
2589,40705,2023,1272,904,368,0.51,0.46,168.28,240.4,0.66,0.73,69.697
2590,40705,2024,1281,910,371,0.49,0.45,162.75,232.51,0.64,0.7,70.3125
2591,40706,2019,6470,6407,63,0.52,3.33,1216.05,1737.21,4.76,0.74,69.958
2592,40706,2020,6464,6399,65,0.52,3.33,1214.53,1735.04,4.75,0.74,70.1053
2593,40706,2021,6458,6391,67,0.52,3.32,1213.01,1732.87,4.75,0.74,69.8947
2594,40706,2022,6448,6387,61,0.52,3.32,1212.25,1731.79,4.74,0.74,70.0422
2595,40706,2023,6436,6375,61,0.52,3.32,1209.98,1728.54,4.74,0.74,70.0422
2596,40706,2024,6422,6361,61,0.52,3.31,1207.32,1724.74,4.73,0.74,69.9789
2597,40801,2019,2984,2170,814,0.22,0.48,174.25,248.93,0.68,0.31,70.5882
2598,40801,2020,2981,2145,836,0.22,0.47,172.24,246.06,0.67,0.31,70.1493
2599,40801,2021,2981,2124,857,0.22,0.47,170.56,243.65,0.67,0.31,70.1493
2600,40801,2022,2982,2184,798,0.39,0.85,310.89,444.13,1.22,0.56,69.6721
2601,40801,2023,2983,2185,798,0.39,0.85,311.03,444.34,1.22,0.56,69.6721
2602,40801,2024,2984,2185,799,0.39,0.85,311.03,444.34,1.22,0.56,69.6721
2603,40802,2019,1875,1752,123,0.46,0.81,294.16,420.23,1.15,0.66,70.4348
2604,40802,2020,1851,1725,126,0.46,0.79,289.63,413.75,1.13,0.66,69.9115
2605,40802,2021,1831,1702,129,0.46,0.78,285.77,408.24,1.12,0.66,69.6429
2606,40802,2022,1813,1696,117,0.46,0.78,284.76,406.8,1.11,0.66,70.2703
2607,40802,2023,1795,1679,116,0.46,0.77,281.9,402.72,1.1,0.66,70.0
2608,40802,2024,1776,1661,115,0.46,0.76,278.88,398.4,1.09,0.66,69.7248
2609,40803,2019,591,375,216,0.44,0.16,59.91,85.58,0.23,0.63,69.5652
2610,40803,2020,586,366,220,0.44,0.16,58.35,83.36,0.23,0.62,69.5652
2611,40803,2021,582,359,223,0.44,0.16,57.66,82.36,0.23,0.63,69.5652
2612,40803,2022,579,371,208,0.45,0.17,60.3,86.14,0.24,0.64,70.8333
2613,40803,2023,575,368,207,0.44,0.16,59.51,85.01,0.23,0.63,69.5652
2614,40803,2024,572,367,205,0.45,0.17,60.28,86.11,0.24,0.64,70.8333
2615,40804,2019,1907,869,1038,0.44,0.38,138.82,198.32,0.54,0.63,70.3704
2616,40804,2020,1867,834,1033,0.44,0.36,132.97,189.95,0.52,0.62,69.2308
2617,40804,2021,1832,802,1030,0.44,0.35,128.8,184.0,0.5,0.63,70.0
2618,40804,2022,1798,831,967,0.45,0.37,135.06,192.95,0.53,0.64,69.8113
2619,40804,2023,1765,816,949,0.44,0.36,131.95,188.51,0.52,0.63,69.2308
2620,40804,2024,1734,801,933,0.45,0.36,131.56,187.95,0.51,0.64,70.5882
2621,40805,2019,1129,412,717,0.44,0.18,65.82,94.03,0.26,0.63,69.2308
2622,40805,2020,1106,394,712,0.44,0.17,62.82,89.74,0.25,0.62,68.0
2623,40805,2021,1087,379,708,0.44,0.17,60.87,86.95,0.24,0.63,70.8333
2624,40805,2022,1068,397,671,0.45,0.18,64.53,92.18,0.25,0.64,72.0
2625,40805,2023,1050,390,660,0.44,0.17,63.07,90.09,0.25,0.63,68.0
2626,40805,2024,1032,384,648,0.45,0.17,63.07,90.1,0.25,0.64,68.0
2627,40806,2019,2384,998,1386,0.44,0.44,159.43,227.76,0.62,0.63,70.9677
2628,40806,2020,2346,961,1385,0.44,0.42,153.21,218.88,0.6,0.62,70.0
2629,40806,2021,2314,930,1384,0.44,0.41,149.36,213.37,0.58,0.63,70.6897
2630,40806,2022,2283,971,1312,0.45,0.43,157.82,225.45,0.62,0.64,69.3548
2631,40806,2023,2254,959,1295,0.44,0.42,155.08,221.54,0.61,0.63,68.8525
2632,40806,2024,2226,947,1279,0.45,0.43,155.54,222.21,0.61,0.64,70.4918
2633,40807,2019,278,85,193,0.44,0.04,13.58,19.4,0.05,0.63,80.0
2634,40807,2020,278,83,195,0.44,0.04,13.23,18.9,0.05,0.62,80.0
2635,40807,2021,279,82,197,0.44,0.04,13.17,18.81,0.05,0.63,80.0
2636,40807,2022,279,88,191,0.45,0.04,14.3,20.43,0.06,0.64,66.6667
2637,40807,2023,280,88,192,0.44,0.04,14.23,20.33,0.06,0.63,66.6667
2638,40807,2024,281,89,192,0.45,0.04,14.62,20.88,0.06,0.64,66.6667
2639,40808,2019,313,145,168,0.44,0.06,23.16,33.09,0.09,0.63,66.6667
2640,40808,2020,300,136,164,0.44,0.06,21.68,30.98,0.08,0.62,75.0
2641,40808,2021,289,128,161,0.44,0.06,20.56,29.37,0.08,0.63,75.0
2642,40808,2022,279,130,149,0.45,0.06,21.13,30.18,0.08,0.64,75.0
2643,40808,2023,267,124,143,0.44,0.05,20.05,28.65,0.08,0.63,62.5
2644,40808,2024,258,120,138,0.45,0.05,19.71,28.16,0.08,0.64,62.5
2645,40809,2019,315,228,87,0.44,0.1,36.42,52.03,0.14,0.63,71.4286
2646,40809,2020,313,224,89,0.44,0.1,35.71,51.02,0.14,0.62,71.4286
2647,40809,2021,311,220,91,0.2,0.04,16.06,22.94,0.06,0.29,66.6667
2648,40809,2022,309,224,85,0.2,0.04,16.35,23.36,0.06,0.29,66.6667
2649,40809,2023,307,223,84,0.2,0.04,16.28,23.26,0.06,0.29,66.6667
2650,40809,2024,305,221,84,0.2,0.04,16.13,23.05,0.06,0.29,66.6667
2651,40810,2019,675,298,377,0.44,0.13,47.61,68.01,0.19,0.63,68.4211
2652,40810,2020,658,285,373,0.44,0.12,45.44,64.91,0.18,0.62,66.6667
2653,40810,2021,643,273,370,0.44,0.12,43.84,62.63,0.17,0.63,70.5882
2654,40810,2022,630,283,347,0.45,0.13,46.0,65.71,0.18,0.64,72.2222
2655,40810,2023,617,277,340,0.44,0.12,44.79,63.99,0.18,0.63,66.6667
2656,40810,2024,603,271,332,0.45,0.12,44.51,63.59,0.17,0.64,70.5882
2657,40811,2019,538,228,310,0.44,0.1,36.42,52.03,0.14,0.63,71.4286
2658,40811,2020,511,212,299,0.44,0.09,33.8,48.29,0.13,0.62,69.2308
2659,40811,2021,493,200,293,0.44,0.09,32.12,45.89,0.13,0.63,69.2308
2660,40811,2022,476,204,272,0.45,0.09,33.16,47.37,0.13,0.64,69.2308
2661,40811,2023,459,197,262,0.44,0.09,31.86,45.51,0.12,0.63,75.0
2662,40811,2024,441,189,252,0.45,0.09,31.04,44.35,0.12,0.64,75.0
2663,50101,2019,108794,106055,2739,0.5,53.03,19355.04,27650.05,75.75,0.71,70.0066
2664,50101,2020,111370,108426,2944,0.5,54.21,19787.75,28268.21,77.45,0.71,69.9935
2665,50101,2021,112794,109692,3102,0.53,58.14,21219.92,30314.17,83.05,0.76,70.006
2666,50101,2022,113761,111162,2599,0.53,58.92,21504.29,30720.41,84.17,0.76,70.0012
2667,50101,2023,114419,111805,2614,0.53,59.26,21628.68,30898.11,84.65,0.76,70.0059
2668,50101,2024,114918,112293,2625,0.53,59.52,21723.08,31032.97,85.02,0.76,70.0071
2669,50102,2019,8573,1472,7101,0.44,0.64,235.15,335.93,0.92,0.63,69.5652
2670,50102,2020,8818,1451,7367,0.44,0.63,231.34,330.48,0.91,0.62,69.2308
2671,50102,2021,8974,1427,7547,0.44,0.63,229.18,327.39,0.9,0.63,70.0
2672,50102,2022,9095,1693,7402,0.45,0.75,275.17,393.09,1.08,0.64,69.4444
2673,50102,2023,9193,1711,7482,0.44,0.76,276.68,395.26,1.08,0.63,70.3704
2674,50102,2024,9277,1727,7550,0.45,0.78,283.66,405.23,1.11,0.64,70.2703
2675,50103,2019,4844,707,4137,0.42,0.3,108.47,154.96,0.42,0.6,71.4286
2676,50103,2020,4964,694,4270,0.4,0.28,101.32,144.75,0.4,0.57,70.0
2677,50103,2021,5030,679,4351,0.4,0.27,99.13,141.62,0.39,0.57,69.2308
2678,50103,2022,5079,806,4273,0.4,0.32,117.68,168.11,0.46,0.57,69.5652
2679,50103,2023,5112,811,4301,0.4,0.32,118.41,169.15,0.46,0.57,69.5652
2680,50103,2024,5138,815,4323,0.4,0.33,118.99,169.99,0.47,0.57,70.2128
2681,50104,2019,30973,30227,746,0.67,20.25,7392.01,10560.02,28.93,0.96,69.9965
2682,50104,2020,31712,30910,802,0.67,20.71,7559.04,10798.63,29.59,0.96,69.9899
2683,50104,2021,32121,31276,845,0.67,20.95,7648.55,10926.49,29.94,0.96,69.9733
2684,50104,2022,32402,31694,708,0.67,21.23,7750.77,11072.53,30.34,0.96,69.9736
2685,50104,2023,32595,31883,712,0.67,21.36,7796.99,11138.55,30.52,0.96,69.9869
2686,50104,2024,32741,32026,715,0.66,21.14,7715.06,11021.52,30.2,0.94,70.0
2687,50105,2019,6512,2558,3954,0.2,0.51,186.73,266.76,0.73,0.29,69.863
2688,50105,2020,6691,2548,4143,0.22,0.56,204.6,292.29,0.8,0.31,70.0
2689,50105,2021,6802,2526,4276,0.22,0.56,202.84,289.77,0.79,0.31,70.8861
2690,50105,2022,6886,2869,4017,0.2,0.57,209.44,299.2,0.82,0.29,69.5122
2691,50105,2023,6951,2896,4055,0.2,0.58,211.41,302.01,0.83,0.29,69.8795
2692,50105,2024,7007,2919,4088,0.2,0.58,213.09,304.41,0.83,0.29,69.8795
2693,50106,2019,6018,1174,4844,0.44,0.51,187.55,267.93,0.73,0.63,69.863
2694,50106,2020,6172,1156,5016,0.44,0.5,184.3,263.29,0.72,0.62,69.4444
2695,50106,2021,6263,1136,5127,0.44,0.5,182.44,260.63,0.71,0.63,70.4225
2696,50106,2022,6328,1337,4991,0.45,0.6,217.3,310.44,0.85,0.64,70.5882
2697,50106,2023,6379,1348,5031,0.44,0.6,217.98,311.4,0.85,0.63,70.5882
2698,50106,2024,6418,1356,5062,0.45,0.61,222.72,318.18,0.87,0.64,70.1149
2699,50107,2019,3477,1633,1844,0.44,0.71,260.87,372.68,1.02,0.63,69.6078
2700,50107,2020,3565,1629,1936,0.44,0.71,259.71,371.02,1.02,0.62,69.6078
2701,50107,2021,3617,1617,2000,0.44,0.71,259.69,370.99,1.02,0.63,69.6078
2702,50107,2022,3654,1806,1848,0.45,0.8,293.53,419.33,1.15,0.64,69.5652
2703,50107,2023,3682,1820,1862,0.44,0.81,294.31,420.44,1.15,0.63,70.4348
2704,50107,2024,3704,1831,1873,0.45,0.82,300.74,429.63,1.18,0.64,69.4915
2705,50108,2019,5676,2236,3440,0.44,0.98,357.2,510.29,1.4,0.63,70.0
2706,50108,2020,5821,2224,3597,0.22,0.49,178.59,255.12,0.7,0.31,70.0
2707,50108,2021,5905,2200,3705,0.22,0.48,176.66,252.37,0.69,0.31,69.5652
2708,50108,2022,5966,2494,3472,0.22,0.55,200.27,286.1,0.78,0.31,70.5128
2709,50108,2023,6012,2513,3499,0.22,0.55,201.79,288.28,0.79,0.31,69.6203
2710,50108,2024,6048,2528,3520,0.22,0.56,203.0,290.0,0.79,0.31,70.8861
2711,50109,2019,1558,136,1422,0.3,0.04,14.89,21.27,0.06,0.43,66.6667
2712,50109,2020,1596,133,1463,0.41,0.05,19.9,28.43,0.08,0.59,62.5
2713,50109,2021,1620,130,1490,0.4,0.05,18.98,27.11,0.07,0.57,71.4286
2714,50109,2022,1635,156,1479,0.4,0.06,22.78,32.54,0.09,0.57,66.6667
2715,50109,2023,1646,157,1489,0.3,0.05,17.19,24.56,0.07,0.43,71.4286
2716,50109,2024,1655,158,1497,0.3,0.05,17.3,24.72,0.07,0.43,71.4286
2717,50110,2019,52764,52694,70,0.65,34.25,12501.65,17859.5,48.93,0.93,69.998
2718,50110,2020,53934,53859,75,0.65,35.01,12778.05,18254.35,50.01,0.93,70.006
2719,50110,2021,54544,54464,80,0.62,33.77,12325.2,17607.43,48.24,0.89,70.0041
2720,50110,2022,54933,54868,65,0.52,28.53,10413.95,14877.07,40.76,0.74,69.9951
2721,50110,2023,55173,55108,65,0.52,28.66,10459.5,14942.14,40.94,0.74,70.0049
2722,50110,2024,55331,55266,65,0.67,37.03,13515.3,19307.57,52.9,0.96,70.0
2723,50111,2019,1598,733,865,0.44,0.32,117.1,167.28,0.46,0.63,69.5652
2724,50111,2020,1639,732,907,0.44,0.32,116.7,166.72,0.46,0.62,69.5652
2725,50111,2021,1662,725,937,0.44,0.32,116.44,166.34,0.46,0.63,69.5652
2726,50111,2022,1680,812,868,0.45,0.36,131.98,188.54,0.52,0.64,69.2308
2727,50111,2023,1693,818,875,0.44,0.36,132.28,188.97,0.52,0.63,69.2308
2728,50111,2024,1703,823,880,0.45,0.37,135.18,193.11,0.53,0.64,69.8113
2729,50112,2019,6674,989,5685,0.4,0.4,144.39,206.28,0.57,0.57,70.1754
2730,50112,2020,6846,971,5875,0.4,0.39,141.77,202.52,0.55,0.57,70.9091
2731,50112,2021,6947,952,5995,0.34,0.32,118.14,168.78,0.46,0.49,69.5652
2732,50112,2022,7022,1131,5891,0.34,0.38,140.36,200.51,0.55,0.49,69.0909
2733,50112,2023,7077,1140,5937,0.34,0.39,141.47,202.11,0.55,0.49,70.9091
2734,50112,2024,7122,1147,5975,0.34,0.39,142.34,203.35,0.56,0.49,69.6429
2735,50113,2019,5835,258,5577,0.38,0.1,35.78,51.12,0.14,0.54,71.4286
2736,50113,2020,6001,253,5748,0.38,0.1,35.09,50.13,0.14,0.54,71.4286
2737,50113,2021,6106,248,5858,0.44,0.11,39.83,56.9,0.16,0.63,68.75
2738,50113,2022,6187,301,5886,0.45,0.13,48.92,69.89,0.19,0.64,68.4211
2739,50113,2023,6251,304,5947,0.44,0.13,49.16,70.23,0.19,0.63,68.4211
2740,50113,2024,6309,307,6002,0.45,0.14,50.42,72.04,0.2,0.64,70.0
2741,50114,2019,15780,590,15190,0.2,0.12,43.07,61.53,0.17,0.29,70.5882
2742,50114,2020,16233,579,15654,0.42,0.24,88.76,126.8,0.35,0.6,68.5714
2743,50114,2021,16519,566,15953,0.48,0.27,99.16,141.66,0.39,0.69,69.2308
2744,50114,2022,16743,689,16054,0.48,0.33,120.71,172.45,0.47,0.69,70.2128
2745,50114,2023,16922,696,16226,0.48,0.33,121.94,174.2,0.48,0.69,68.75
2746,50114,2024,17076,703,16373,0.48,0.34,123.17,175.95,0.48,0.69,70.8333
2747,50115,2019,20517,19385,1132,0.53,10.27,3750.03,5357.18,14.68,0.76,69.9591
2748,50115,2020,21028,19811,1217,0.53,10.5,3832.44,5474.91,15.0,0.76,70.0
2749,50115,2021,21321,20040,1281,0.57,11.42,4169.32,5956.17,16.32,0.81,69.9755
2750,50115,2022,21530,20449,1081,0.57,11.66,4254.41,6077.73,16.65,0.81,70.03
2751,50115,2023,21680,20591,1089,0.57,11.74,4283.96,6119.94,16.77,0.81,70.006
2752,50115,2024,21800,20705,1095,0.57,11.8,4307.68,6153.82,16.86,0.81,69.9881
2753,50116,2019,30725,26859,3866,0.7,18.8,6862.47,9803.54,26.86,1.0,69.9926
2754,50116,2020,31411,27281,4130,0.7,19.1,6970.3,9957.57,27.28,1.0,70.0147
2755,50116,2021,31770,27445,4325,0.7,19.21,7012.2,10017.43,27.45,1.0,69.9818
2756,50116,2022,32000,28310,3690,0.7,19.82,7233.21,10333.15,28.31,1.0,70.0106
2757,50116,2023,32140,28434,3706,0.7,19.9,7264.89,10378.41,28.43,1.0,69.9965
